account;category;currency;amount;ref_currency_amount;type;payment_type;payment_type_local;note;date;gps_latitude;gps_longitude;gps_accuracy_in_meters;warranty_in_month;transfer;payee;labels;envelope_id;custom_category
Cash;Parking;PHP;-60.00;-60.00;Expenses;CASH;Cash;;2025-12-05 00:55:01;;;;0;false;;;5001;false
Cash;Bar, cafe;PHP;-400.00;-400.00;Expenses;CASH;Cash;starbucks;2025-12-05 00:54:15;;;;0;false;;;1002;false
Cash;Pets, animals;PHP;-408.00;-408.00;Expenses;CASH;Cash;pet food;2025-12-03 19:47:27;;;;0;false;;;2005;false
Cash;Health and beauty;PHP;-540.00;-540.00;Expenses;CASH;Cash;watsons;2025-12-03 19:33:34;;;;0;false;;;2002;false
Cash;Restaurant, fast-food;PHP;-835.00;-835.00;Expenses;CASH;Cash;marugame;2025-12-03 18:58:37;;;;0;false;;;1001;false
Cash;Transportation;PHP;-112.00;-112.00;Expenses;CASH;Cash;;2025-12-03 08:35:52;;;;0;false;;;4004;false
Cash;Groceries;PHP;-832.00;-832.00;Expenses;CASH;Cash;korean shop;2025-12-02 23:18:26;;;;0;false;;;1000;false
Cash;Sports + Active;PHP;-510.00;-510.00;Expenses;CASH;Cash;;2025-12-02 21:22:38;;;;0;false;;;6003;false
Cash;Software, apps, games;PHP;-1200.00;-1200.00;Expenses;CASH;Cash;claude;2025-12-02 13:22:40;;;;0;false;;;7003;false
Cash;Restaurant, fast-food;PHP;-527.00;-527.00;Expenses;CASH;Cash;mcdo;2025-12-02 11:11:51;;;;0;false;;;1001;false
Cash;Holiday, trips, hotels;PHP;-2000.00;-2000.00;Expenses;CASH;Cash;sogo;2025-12-02 11:09:58;;;;0;false;;;6009;false
Cash;Groceries;PHP;-900.00;-900.00;Expenses;CASH;Cash;7 eleven;2025-12-02 11:09:40;;;;0;false;;;1000;false
Cash;Parking;PHP;-60.00;-60.00;Expenses;CASH;Cash;;2025-12-01 11:12:29;;;;0;false;;;5001;false
Cash;Restaurant, fast-food;PHP;-2593.00;-2593.00;Expenses;CASH;Cash;itallianis;2025-11-30 19:01:32;;;;0;false;;;1001;false
Cash;Parking;PHP;-60.00;-60.00;Expenses;CASH;Cash;;2025-11-30 08:36:02;;;;0;false;;;5001;false
Cash;Bar, cafe;PHP;-965.00;-965.00;Expenses;CASH;Cash;starbucks;2025-11-30 08:35:27;;;;0;false;;;1002;false
Cash;Restaurant, fast-food;PHP;-4070.00;-4070.00;Expenses;CASH;Cash;chars garden cafe;2025-11-29 15:18:49;;;;0;false;;;1001;false
Cash;Groceries;PHP;-200.00;-200.00;Expenses;CASH;Cash;;2025-11-29 11:56:34;;;;0;false;;;1000;false
Cash;Restaurant, fast-food;PHP;-1075.00;-1075.00;Expenses;CASH;Cash;mcdo;2025-11-29 08:45:21;;;;0;false;;;1001;false
Cash;Parking;PHP;-120.00;-120.00;Expenses;CASH;Cash;;2025-11-28 11:56:45;;;;0;false;;;5001;false
Cash;Income;PHP;53341.00;53341.00;Income;CASH;Cash;;2025-11-28 08:05:14;;;;0;false;;;10011;false
Cash;Restaurant, fast-food;PHP;-1300.00;-1300.00;Expenses;CASH;Cash;romantic baboy;2025-11-28 07:32:54;;;;0;false;;;1001;false
Cash;Restaurant, fast-food;PHP;-920.00;-920.00;Expenses;CASH;Cash;ramen kuroda;2025-11-27 17:41:06;;;;0;false;;;1001;false
Cash;Parking;PHP;-60.00;-60.00;Expenses;CASH;Cash;;2025-11-27 17:17:03;;;;0;false;;;5001;false
Cash;Parking;PHP;-180.00;-180.00;Expenses;CASH;Cash;;2025-11-27 17:16:20;;;;0;false;;;5001;false
Crypto;Electronics, accessories;PHP;-698.00;-698.00;Expenses;CASH;Cash;ref delivery;2025-11-27 17:00:27;;;;0;false;;;2006;false
Cash;Parking;PHP;-4500.00;-4500.00;Expenses;CASH;Cash;;2025-11-27 12:00:00;;;;0;false;;;5001;false
Cash;Allowance;PHP;-3750.00;-3750.00;Expenses;CASH;Cash;;2025-11-27 12:00:00;;;;0;false;;;8007;false
Cash;Allowance;PHP;-1500.00;-1500.00;Expenses;CASH;Cash;;2025-11-27 12:00:00;;;;0;false;;;8007;false
Cash;Internet;PHP;-2000.00;-2000.00;Expenses;CASH;Cash;;2025-11-27 12:00:00;;;;0;false;;;7002;false
Cash;Housing;PHP;-6000.00;-6000.00;Expenses;CASH;Cash;;2025-11-27 12:00:00;;;;0;false;;;3005;false
Cash;Restaurant, fast-food;PHP;-400.00;-400.00;Expenses;CASH;Cash;dunkin donut;2025-11-27 08:56:49;;;;0;false;;;1001;false
Cash;Electronics, accessories;PHP;-700.00;-700.00;Expenses;CASH;Cash;ref delivery;2025-11-27 08:56:21;;;;0;false;;;2006;false
Cash;Restaurant, fast-food;PHP;-660.00;-660.00;Expenses;CASH;Cash;noodle shop;2025-11-26 17:20:19;;;;0;false;;;1001;false
Cash;Vehicle;PHP;-27439.00;-27439.00;Expenses;CASH;Cash;;2025-11-26 12:00:00;;;;0;false;;;5004;false
Cash;Sports + Active;PHP;-180.00;-180.00;Expenses;CASH;Cash;;2025-11-25 16:56:43;;;;0;false;;;6003;false
Cash;Software, apps, games;PHP;-120.00;-120.00;Expenses;CASH;Cash;;2025-11-25 12:00:00;;;;0;false;;;7003;false
Cash;Transportation;PHP;-159.00;-159.00;Expenses;CASH;Cash;;2025-11-25 10:41:49;;;;0;false;;;4004;false
Cash;Drug-store, chemist;PHP;-503.00;-503.00;Expenses;CASH;Cash;mercury;2025-11-24 21:42:03;;;;0;false;;;2011;false
Cash;Parking;PHP;-150.00;-150.00;Expenses;CASH;Cash;;2025-11-24 18:59:40;;;;0;false;;;5001;false
Cash;Fuel;PHP;-2546.00;-2546.00;Expenses;CASH;Cash;;2025-11-24 11:18:37;;;;0;false;;;5000;false
Cash;Restaurant, fast-food;PHP;-600.00;-600.00;Expenses;CASH;Cash;mang inasal;2025-11-23 17:39:54;;;;0;false;;;1001;false
Cash;Restaurant, fast-food;PHP;-1750.00;-1750.00;Expenses;CASH;Cash;crosta;2025-11-23 17:39:44;;;;0;false;;;1001;false
Cash;Drug-store, chemist;PHP;-109.00;-109.00;Expenses;CASH;Cash;watsons;2025-11-23 16:43:06;;;;0;false;;;2011;false
Cash;Restaurant, fast-food;PHP;-1475.00;-1475.00;Expenses;CASH;Cash;manmaru;2025-11-21 19:40:07;;;;0;false;;;1001;false
Cash;Bar, cafe;PHP;-1600.00;-1600.00;Expenses;CASH;Cash;coffee bean with rachelle family;2025-11-21 19:09:40;;;;0;false;;;1002;false
Cash;Restaurant, fast-food;PHP;-502.00;-502.00;Expenses;CASH;Cash;mcdo;2025-11-21 19:05:21;;;;0;false;;;1001;false
Cash;Restaurant, fast-food;PHP;-224.00;-224.00;Expenses;CASH;Cash;mcdo;2025-11-21 19:03:28;;;;0;false;;;1001;false
Cash;Bar, cafe;PHP;-234.00;-234.00;Expenses;CASH;Cash;pickup coffee;2025-11-21 19:03:03;;;;0;false;;;1002;false
Cash;Drug-store, chemist;PHP;-109.00;-109.00;Expenses;CASH;Cash;;2025-11-21 19:02:11;;;;0;false;;;2011;false
Cash;Wellness, beauty;PHP;-2500.00;-2500.00;Expenses;CASH;Cash;nuat thai;2025-11-21 19:01:46;;;;0;false;;;6001;false
Cash;Parking;PHP;-80.00;-80.00;Expenses;CASH;Cash;;2025-11-21 19:01:40;;;;0;false;;;5001;false
Cash;Software, apps, games;PHP;-282.00;-282.00;Expenses;CASH;Cash;;2025-11-21 12:00:00;;;;0;false;;;7003;false
Cash;Software, apps, games;PHP;-232.00;-232.00;Expenses;CASH;Cash;;2025-11-21 12:00:00;;;;0;false;;;7003;false
Cash;Transportation;PHP;-204.00;-204.00;Expenses;CASH;Cash;;2025-11-21 08:43:54;;;;0;false;;;4004;false
Cash;Restaurant, fast-food;PHP;-489.00;-489.00;Expenses;CASH;Cash;why chicken;2025-11-17 20:38:12;;;;0;false;;;1001;false
Cash;Sports + Active;PHP;-1000.00;-1000.00;Expenses;CASH;Cash;;2025-11-17 16:14:44;;;;0;false;;;6003;false
Cash;Parking;PHP;-150.00;-150.00;Expenses;CASH;Cash;;2025-11-17 16:13:46;;;;0;false;;;5001;false
Cash;Groceries;PHP;-188.00;-188.00;Expenses;CASH;Cash;mercury;2025-11-16 20:53:06;;;;0;false;;;1000;false
Cash;Bar, cafe;PHP;-3883.50;-3883.50;Expenses;CASH;Cash;ucc;2025-11-16 20:52:38;;;;0;false;;;1002;false
Cash;Health care, doctor;PHP;-1980.00;-1980.00;Expenses;CASH;Cash;mercury;2025-11-16 20:51:34;;;;0;false;;;6000;false
Cash;Bar, cafe;PHP;-215.00;-215.00;Expenses;CASH;Cash;coffee bean;2025-11-16 20:49:40;;;;0;false;;;1002;false
Cash;Electronics, accessories;PHP;-3365.00;-3365.00;Expenses;CASH;Cash;;2025-11-16 12:00:00;;;;0;false;;;2006;false
Cash;Refunds (tax, purchase);PHP;2061.00;2061.00;Income;CASH;Cash;oniuq cc;2025-11-16 08:37:26;;;;0;false;;;10008;false
Cash;Bar, cafe;PHP;-1500.00;-1500.00;Expenses;CASH;Cash;coffee bean;2025-11-16 08:14:22;;;;0;false;;;1002;false
Cash;Transportation;PHP;-119.00;-119.00;Expenses;CASH;Cash;;2025-11-15 10:04:38;;;;0;false;;;4004;false
Cash;Communication, PC;PHP;-7255.00;-7255.00;Expenses;CASH;Cash;;2025-11-14 12:00:00;;;;0;false;;;7005;false
Cash;Transportation;PHP;-364.00;-364.00;Expenses;CASH;Cash;;2025-11-14 08:15:26;;;;0;false;;;4004;false
Cash;Income;PHP;57835.00;57835.00;Income;CASH;Cash;;2025-11-14 08:03:33;;;;0;false;;;10011;false
Cash;Income;PHP;102190.00;102190.00;Income;CASH;Cash;;2025-11-14 08:03:22;;;;0;false;;;10011;false
Cash;Restaurant, fast-food;PHP;-433.00;-433.00;Expenses;CASH;Cash;mcdo;2025-11-14 08:00:42;;;;0;false;;;1001;false
Cash;Transportation;PHP;-376.00;-376.00;Expenses;CASH;Cash;;2025-11-12 08:10:30;;;;0;false;;;4004;false
Cash;Transportation;PHP;-180.00;-180.00;Expenses;CASH;Cash;;2025-11-12 08:09:37;;;;0;false;;;4004;false
Cash;Sports + Active;PHP;-310.00;-310.00;Expenses;CASH;Cash;;2025-11-12 08:09:17;;;;0;false;;;6003;false
Cash;Restaurant, fast-food;PHP;-503.00;-503.00;Expenses;CASH;Cash;chooks to go;2025-11-11 11:31:14;;;;0;false;;;1001;false
Cash;Transportation;PHP;-212.00;-212.00;Expenses;CASH;Cash;;2025-11-11 08:19:29;;;;0;false;;;4004;false
Cash;Restaurant, fast-food;PHP;-749.00;-749.00;Expenses;CASH;Cash;jollibee;2025-11-11 08:19:12;;;;0;false;;;1001;false
Cash;Restaurant, fast-food;PHP;-2344.00;-2344.00;Expenses;CASH;Cash;soban;2025-11-10 17:55:30;;;;0;false;;;1001;false
Cash;Groceries;PHP;-795.00;-795.00;Expenses;CASH;Cash;tagaytay pasalubong;2025-11-10 16:04:12;;;;0;false;;;1000;false
Cash;Pets, animals;PHP;-575.00;-575.00;Expenses;CASH;Cash;coco meds;2025-11-09 13:08:44;;;;0;false;;;2005;false
Cash;Transportation;PHP;-180.00;-180.00;Expenses;CASH;Cash;;2025-11-09 12:58:01;;;;0;false;;;4004;false
Cash;Sports + Active;PHP;-320.00;-320.00;Expenses;CASH;Cash;;2025-11-09 12:57:47;;;;0;false;;;6003;false
Cash;Holiday, trips, hotels;PHP;-2300.00;-2300.00;Expenses;CASH;Cash;sogo;2025-11-09 12:57:15;;;;0;false;;;6009;false
Cash;Restaurant, fast-food;PHP;-1455.00;-1455.00;Expenses;CASH;Cash;dahon mesa;2025-11-08 12:45:28;;;;0;false;;;1001;false
Cash;Restaurant, fast-food;PHP;-1100.00;-1100.00;Expenses;CASH;Cash;frankies;2025-11-08 09:29:40;;;;0;false;;;1001;false
Cash;Transportation;PHP;-460.00;-460.00;Expenses;CASH;Cash;;2025-11-08 09:28:34;;;;0;false;;;4004;false
Cash;Fuel;PHP;-2462.00;-2462.00;Expenses;CASH;Cash;;2025-11-06 16:12:39;;;;0;false;;;5000;false
Cash;Restaurant, fast-food;PHP;-200.00;-200.00;Expenses;CASH;Cash;;2025-11-06 16:12:32;;;;0;false;;;1001;false
Cash;Sports + Active;PHP;-300.00;-300.00;Expenses;CASH;Cash;;2025-11-05 20:55:23;;;;0;false;;;6003;false
Cash;Transportation;PHP;-170.00;-170.00;Expenses;CASH;Cash;;2025-11-05 16:14:56;;;;0;false;;;4004;false
Cash;Groceries;PHP;-200.00;-200.00;Expenses;CASH;Cash;mercury;2025-11-05 15:28:11;;;;0;false;;;1000;false
Cash;Restaurant, fast-food;PHP;-460.00;-460.00;Expenses;CASH;Cash;jollibee;2025-11-05 15:01:16;;;;0;false;;;1001;false
Cash;Restaurant, fast-food;PHP;-378.00;-378.00;Expenses;CASH;Cash;mang inasal;2025-11-05 10:23:06;;;;0;false;;;1001;false
Cash;Restaurant, fast-food;PHP;-770.00;-770.00;Expenses;CASH;Cash;romantic baboy;2025-11-04 19:07:00;;;;0;false;;;1001;false
Cash;Allowance;PHP;-1350.00;-1350.00;Expenses;CASH;Cash;For Rachelle bebe;2025-11-02 19:44:51;;;;0;false;;;8007;false
Cash;Restaurant, fast-food;PHP;-2211.00;-2211.00;Expenses;CASH;Cash;davids tea house;2025-11-02 19:37:34;;;;0;false;;;1001;false
Cash;Bar, cafe;PHP;-955.00;-955.00;Expenses;CASH;Cash;starbucks;2025-11-02 19:35:03;;;;0;false;;;1002;false
Cash;Parking;PHP;-60.00;-60.00;Expenses;CASH;Cash;;2025-11-02 19:34:57;;;;0;false;;;5001;false
Cash;Restaurant, fast-food;PHP;-369.00;-369.00;Expenses;CASH;Cash;lugawan sa tejeros;2025-11-02 10:19:27;;;;0;false;;;1001;false
Cash;Restaurant, fast-food;PHP;-500.00;-500.00;Expenses;CASH;Cash;angels burger;2025-11-02 08:58:36;;;;0;false;;;1001;false
Cash;Health care, doctor;PHP;-1222.00;-1222.00;Expenses;CASH;Cash;minoxidil;2025-11-01 11:46:06;;;;0;false;;;6000;false
Cash;Health care, doctor;PHP;-140.00;-140.00;Expenses;CASH;Cash;watsons;2025-11-01 07:23:46;;;;0;false;;;6000;false
Cash;Parking;PHP;-60.00;-60.00;Expenses;CASH;Cash;;2025-10-31 18:16:47;;;;0;false;;;5001;false
Cash;Restaurant, fast-food;PHP;-1003.00;-1003.00;Expenses;CASH;Cash;davids tea house;2025-10-31 18:16:36;;;;0;false;;;1001;false
Cash;Holiday, trips, hotels;PHP;-2500.00;-2500.00;Expenses;CASH;Cash;hiking aurora;2025-10-31 17:39:02;;;;0;false;;;6009;false
Cash;Wellness, beauty;PHP;-13100.00;-13100.00;Expenses;CASH;Cash;noah and eve;2025-10-31 17:36:24;;;;0;false;;;6001;false
Cash;Restaurant, fast-food;PHP;-439.00;-439.00;Expenses;CASH;Cash;mcdo;2025-10-31 12:25:30;;;;0;false;;;1001;false
Cash;Parking;PHP;-4500.00;-4500.00;Expenses;CASH;Cash;;2025-10-31 12:00:00;;;;0;false;;;5001;false
Cash;Allowance;PHP;-1500.00;-1500.00;Expenses;CASH;Cash;;2025-10-31 12:00:00;;;;0;false;;;8007;false
Cash;Transportation;PHP;-540.00;-540.00;Expenses;CASH;Cash;;2025-10-31 09:18:28;;;;0;false;;;4004;false
Cash;Transportation;PHP;-900.00;-900.00;Expenses;CASH;Cash;;2025-10-29 23:41:59;;;;0;false;;;4004;false
Cash;Groceries;PHP;-200.00;-200.00;Expenses;CASH;Cash;mercury;2025-10-29 15:05:34;;;;0;false;;;1000;false
Cash;Income;PHP;54438.00;54438.00;Income;CASH;Cash;;2025-10-29 08:32:27;;;;0;false;;;10011;false
Cash;Transportation;PHP;-300.00;-300.00;Expenses;CASH;Cash;;2025-10-29 08:32:17;;;;0;false;;;4004;false
Cash;Restaurant, fast-food;PHP;-1400.00;-1400.00;Expenses;CASH;Cash;umimatsu;2025-10-29 08:31:26;;;;0;false;;;1001;false
Cash;Sports + Active;PHP;-340.00;-340.00;Expenses;CASH;Cash;;2025-10-28 20:24:16;;;;0;false;;;6003;false
Cash;Housing;PHP;-6000.00;-6000.00;Expenses;CASH;Cash;;2025-10-28 12:00:00;;;;0;false;;;3005;false
Cash;Allowance;PHP;-5500.00;-5500.00;Expenses;CASH;Cash;;2025-10-28 12:00:00;;;;0;false;;;8007;false
Cash;Bar, cafe;PHP;-250.00;-250.00;Expenses;CASH;Cash;llaollao;2025-10-27 18:29:52;;;;0;false;;;1002;false
Cash;Parking;PHP;-60.00;-60.00;Expenses;CASH;Cash;;2025-10-27 17:59:43;;;;0;false;;;5001;false
Cash;Restaurant, fast-food;PHP;-429.00;-429.00;Expenses;CASH;Cash;mang inasal;2025-10-27 17:59:34;;;;0;false;;;1001;false
Cash;Groceries;PHP;-100.00;-100.00;Expenses;CASH;Cash;mercury;2025-10-27 12:57:23;;;;0;false;;;1000;false
Cash;Restaurant, fast-food;PHP;-480.00;-480.00;Expenses;CASH;Cash;brisk n brew;2025-10-27 12:57:03;;;;0;false;;;1001;false
Cash;Internet;PHP;-2000.00;-2000.00;Expenses;CASH;Cash;;2025-10-27 12:00:00;;;;0;false;;;7002;false
Cash;Vehicle;PHP;-27439.00;-27439.00;Expenses;CASH;Cash;;2025-10-27 12:00:00;;;;0;false;;;5004;false
Cash;Restaurant, fast-food;PHP;-1030.00;-1030.00;Expenses;CASH;Cash;dampa;2025-10-26 19:06:30;;;;0;false;;;1001;false
Cash;Software, apps, games;PHP;-120.00;-120.00;Expenses;CASH;Cash;;2025-10-26 12:00:00;;;;0;false;;;7003;false
Cash;Bar, cafe;PHP;-430.00;-430.00;Expenses;CASH;Cash;starbucks;2025-10-26 09:24:24;;;;0;false;;;1002;false
Cash;Restaurant, fast-food;PHP;-456.00;-456.00;Expenses;CASH;Cash;popeyes;2025-10-25 19:13:04;;;;0;false;;;1001;false
Cash;Wellness, beauty;PHP;-600.00;-600.00;Expenses;CASH;Cash;haircut;2025-10-25 17:41:30;;;;0;false;;;6001;false
Cash;Groceries;PHP;-200.00;-200.00;Expenses;CASH;Cash;mercury;2025-10-25 12:03:38;;;;0;false;;;1000;false
Cash;Bar, cafe;PHP;-605.00;-605.00;Expenses;CASH;Cash;starbucks;2025-10-25 12:03:28;;;;0;false;;;1002;false
Cash;Restaurant, fast-food;PHP;-1381.00;-1381.00;Expenses;CASH;Cash;kazuko ramenba;2025-10-25 00:09:10;;;;0;false;;;1001;false
Cash;Transportation;PHP;-290.00;-290.00;Expenses;CASH;Cash;;2025-10-25 00:09:05;;;;0;false;;;4004;false
Cash;Groceries;PHP;-200.00;-200.00;Expenses;CASH;Cash;mercury;2025-10-24 19:03:32;;;;0;false;;;1000;false
Cash;Parking;PHP;-240.00;-240.00;Expenses;CASH;Cash;;2025-10-24 19:00:15;;;;0;false;;;5001;false
Cash;Restaurant, fast-food;PHP;-548.00;-548.00;Expenses;CASH;Cash;potato corner;2025-10-24 19:00:07;;;;0;false;;;1001;false
Cash;Restaurant, fast-food;PHP;-500.00;-500.00;Expenses;CASH;Cash;mcdo;2025-10-22 10:30:14;;;;0;false;;;1001;false
Cash;Parking;PHP;-90.00;-90.00;Expenses;CASH;Cash;;2025-10-22 10:26:19;;;;0;false;;;5001;false
Cash;Sports + Active;PHP;-200.00;-200.00;Expenses;CASH;Cash;;2025-10-22 10:26:11;;;;0;false;;;6003;false
Cash;Groceries;PHP;-323.00;-323.00;Expenses;CASH;Cash;mercury;2025-10-20 11:13:43;;;;0;false;;;1000;false
Cash;Transportation;PHP;-160.00;-160.00;Expenses;CASH;Cash;;2025-10-20 10:27:12;;;;0;false;;;4004;false
Cash;Vehicle maintenance;PHP;-16000.00;-16000.00;Expenses;CASH;Cash;;2025-10-20 10:25:08;;;;0;false;;;5002;false
Cash;Bar, cafe;PHP;-400.00;-400.00;Expenses;CASH;Cash;dunkin donut;2025-10-19 17:04:31;;;;0;false;;;1002;false
Cash;Bar, cafe;PHP;-785.00;-785.00;Expenses;CASH;Cash;starbucks;2025-10-19 17:03:51;;;;0;false;;;1002;false
Cash;Restaurant, fast-food;PHP;-130.00;-130.00;Expenses;CASH;Cash;angels pizza;2025-10-19 16:35:11;;;;0;false;;;1001;false
Cash;Parking;PHP;-160.00;-160.00;Expenses;CASH;Cash;;2025-10-19 16:34:33;;;;0;false;;;5001;false
Cash;Software, apps, games;PHP;-232.00;-232.00;Expenses;CASH;Cash;;2025-10-19 12:00:53;;;;0;false;;;7003;false
Cash;Software, apps, games;PHP;-282.00;-282.00;Expenses;CASH;Cash;;2025-10-19 12:00:48;;;;0;false;;;7003;false
Cash;Restaurant, fast-food;PHP;-315.00;-315.00;Expenses;CASH;Cash;pepper lunch;2025-10-18 18:02:26;;;;0;false;;;1001;false
Cash;Restaurant, fast-food;PHP;-695.00;-695.00;Expenses;CASH;Cash;marugame;2025-10-18 18:01:58;;;;0;false;;;1001;false
Cash;Parking;PHP;-60.00;-60.00;Expenses;CASH;Cash;;2025-10-18 17:36:30;;;;0;false;;;5001;false
Cash;Bar, cafe;PHP;-220.00;-220.00;Expenses;CASH;Cash;beard papas;2025-10-18 17:35:16;;;;0;false;;;1002;false
Cash;Bar, cafe;PHP;-135.00;-135.00;Expenses;CASH;Cash;lemon;2025-10-18 17:35:06;;;;0;false;;;1002;false
Cash;Vehicle maintenance;PHP;-250.00;-250.00;Expenses;CASH;Cash;car wash;2025-10-17 16:21:05;;;;0;false;;;5002;false
Cash;Gifts, joy;PHP;-629.00;-629.00;Expenses;CASH;Cash;For Rachelle bebe;2025-10-17 15:14:09;;;;0;false;;;2007;false
Cash;Transportation;PHP;-79.00;-79.00;Expenses;CASH;Cash;;2025-10-17 15:13:31;;;;0;false;;;4004;false
Cash;Fuel;PHP;-2265.00;-2265.00;Expenses;CASH;Cash;;2025-10-17 14:17:49;;;;0;false;;;5000;false
Cash;Electronics, accessories;PHP;-3365.00;-3365.00;Expenses;CASH;Cash;;2025-10-16 12:00:00;;;;0;false;;;2006;false
Cash;Transportation;PHP;-301.00;-301.00;Expenses;CASH;Cash;;2025-10-16 08:27:07;;;;0;false;;;4004;false
Cash;Restaurant, fast-food;PHP;-261.00;-261.00;Expenses;CASH;Cash;mcdo;2025-10-16 08:26:42;;;;0;false;;;1001;false
Cash;Drug-store, chemist;PHP;-927.00;-927.00;Expenses;CASH;Cash;essentials;2025-10-16 08:25:08;;;;0;false;;;2011;false
Cash;Restaurant, fast-food;PHP;-699.00;-699.00;Expenses;CASH;Cash;peri peri;2025-10-16 08:24:59;;;;0;false;;;1001;false
Cash;Phone, cell phone;PHP;-4330.00;-4330.00;Expenses;CASH;Cash;;2025-10-15 12:00:00;;;;0;false;;;7001;false
Cash;Restaurant, fast-food;PHP;-261.00;-261.00;Expenses;CASH;Cash;mcdo;2025-10-14 11:59:40;;;;0;false;;;1001;false
Cash;Sports + Active;PHP;-1000.00;-1000.00;Expenses;CASH;Cash;macquarie ML;2025-10-14 10:11:20;;;;0;false;;;6003;false
Cash;Income;PHP;53084.00;53084.00;Income;CASH;Cash;;2025-10-14 10:11:20;;;;0;false;;;10011;false
Cash;Wellness, beauty;PHP;-2400.00;-2400.00;Expenses;CASH;Cash;nuat thai;2025-10-14 10:10:49;;;;0;false;;;6001;false
Cash;Parking;PHP;-150.00;-150.00;Expenses;CASH;Cash;;2025-10-14 08:24:48;;;;0;false;;;5001;false
Cash;Hobbies;PHP;-1800.00;-1800.00;Expenses;CASH;Cash;sogo;2025-10-12 10:15:53;;;;0;false;;;6005;false
Cash;Restaurant, fast-food;PHP;-404.00;-404.00;Expenses;CASH;Cash;mcdo;2025-10-09 21:35:55;;;;0;false;;;1001;false
Cash;Restaurant, fast-food;PHP;-404.00;-404.00;Expenses;CASH;Cash;mang inasal;2025-10-08 19:53:17;;;;0;false;;;1001;false
Cash;Food & Drinks;PHP;-500.00;-500.00;Expenses;CASH;Cash;merienda;2025-10-08 19:52:54;;;;0;false;;;1003;false
Cash;Transportation;PHP;-160.00;-160.00;Expenses;CASH;Cash;;2025-10-07 22:12:30;;;;0;false;;;4004;false
Cash;Sports + Active;PHP;-500.00;-500.00;Expenses;CASH;Cash;;2025-10-07 22:12:15;;;;0;false;;;6003;false
Cash;Restaurant, fast-food;PHP;-519.00;-519.00;Expenses;CASH;Cash;subway;2025-10-06 21:37:38;;;;0;false;;;1001;false
Cash;Parking;PHP;-120.00;-120.00;Expenses;CASH;Cash;;2025-10-06 21:37:28;;;;0;false;;;5001;false
Cash;Transportation;PHP;-300.00;-300.00;Expenses;CASH;Cash;;2025-10-05 18:47:35;;;;0;false;;;4004;false
Cash;Restaurant, fast-food;PHP;-1300.00;-1300.00;Expenses;CASH;Cash;muhan;2025-10-05 18:47:12;;;;0;false;;;1001;false
Cash;Bar, cafe;PHP;-200.00;-200.00;Expenses;CASH;Cash;starbucks;2025-10-05 12:10:26;;;;0;false;;;1002;false
Cash;Clothes & shoes;PHP;-3772.00;-3772.00;Expenses;CASH;Cash;olympic village;2025-10-05 12:07:04;;;;0;false;;;2000;false
Cash;Groceries;PHP;-1115.00;-1115.00;Expenses;CASH;Cash;embitin;2025-10-05 12:06:21;;;;0;false;;;1000;false
Cash;Drug-store, chemist;PHP;-150.00;-150.00;Expenses;CASH;Cash;fever;2025-10-05 12:05:56;;;;0;false;;;2011;false
Cash;Transportation;PHP;-140.00;-140.00;Expenses;CASH;Cash;;2025-10-05 11:03:03;;;;0;false;;;4004;false
Cash;Sports + Active;PHP;-300.00;-300.00;Expenses;CASH;Cash;;2025-10-05 11:02:59;;;;0;false;;;6003;false
Cash;Sports + Active;PHP;-300.00;-300.00;Expenses;CASH;Cash;;2025-10-04 21:34:34;;;;0;false;;;6003;false
Cash;Restaurant, fast-food;PHP;-580.00;-580.00;Expenses;CASH;Cash;burger king;2025-10-04 21:34:24;;;;0;false;;;1001;false
Cash;Parking;PHP;-50.00;-50.00;Expenses;CASH;Cash;;2025-10-02 23:42:58;;;;0;false;;;5001;false
Cash;Restaurant, fast-food;PHP;-845.00;-845.00;Expenses;CASH;Cash;wings n things;2025-10-02 18:24:48;;;;0;false;;;1001;false
Cash;Parking;PHP;-165.00;-165.00;Expenses;CASH;Cash;;2025-10-02 18:24:39;;;;0;false;;;5001;false
Cash;Sports + Active;PHP;-494.00;-494.00;Expenses;CASH;Cash;;2025-10-01 14:09:40;;;;0;false;;;6003;false
Cash;Transportation;PHP;-160.00;-160.00;Expenses;CASH;Cash;;2025-10-01 14:08:05;;;;0;false;;;4004;false
Cash;Parking;PHP;-120.00;-120.00;Expenses;CASH;Cash;;2025-10-01 14:08:03;;;;0;false;;;5001;false
Cash;Restaurant, fast-food;PHP;-490.00;-490.00;Expenses;CASH;Cash;chowking;2025-09-30 20:51:43;;;;0;false;;;1001;false
Cash;Sports + Active;PHP;-150.00;-150.00;Expenses;CASH;Cash;;2025-09-30 20:46:10;;;;0;false;;;6003;false
Cash;Parking;PHP;-120.00;-120.00;Expenses;CASH;Cash;;2025-09-30 20:45:59;;;;0;false;;;5001;false
Cash;Parking;PHP;-4500.00;-4500.00;Expenses;CASH;Cash;;2025-09-30 12:00:00;;;;0;false;;;5001;false
Cash;Income;PHP;54438.00;54438.00;Income;CASH;Cash;;2025-09-29 17:53:47;;;;0;false;;;10011;false
Cash;Restaurant, fast-food;PHP;-391.00;-391.00;Expenses;CASH;Cash;jollibee;2025-09-29 17:53:15;;;;0;false;;;1001;false
Cash;Parking;PHP;-120.00;-120.00;Expenses;CASH;Cash;;2025-09-29 16:10:35;;;;0;false;;;5001;false
